job,day,month,duration,campaign,pdays,previous,Outcome
blue-collar,20,jun,81,3,-1,0,no
technician,7,jul,152,2,-1,0,no
blue-collar,23,may,160,3,-1,0,no
technician,27,may,59,1,-1,0,no
blue-collar,21,nov,297,1,-1,0,no
technician,22,aug,147,2,-1,0,no
management,4,may,143,1,-1,0,no
services,28,may,75,1,-1,0,no
retired,14,may,338,3,185,2,no
management,11,jun,29,2,-1,0,no
management,14,may,159,2,-1,0,no
technician,2,jun,85,8,-1,0,no
technician,11,may,15,7,-1,0,no
management,8,may,198,2,358,5,no
technician,19,may,114,2,-1,0,no
retired,12,aug,1117,2,-1,0,no
admin.,3,feb,343,2,-1,0,no
management,31,jul,59,2,-1,0,no
blue-collar,9,jul,31,1,-1,0,no
admin.,16,jul,212,2,-1,0,no
technician,7,may,157,6,-1,0,no
retired,8,jul,96,1,-1,0,no
management,27,may,245,2,-1,0,no
technician,11,aug,72,4,-1,0,no
blue-collar,16,apr,700,1,-1,0,no
self-employed,15,apr,107,1,148,4,no
blue-collar,18,aug,312,3,-1,0,no
technician,4,jun,153,1,309,3,no
services,23,jul,55,10,-1,0,no
services,13,may,38,3,-1,0,no
blue-collar,14,aug,96,3,-1,0,no
technician,23,may,397,1,-1,0,no
retired,30,jul,208,3,-1,0,no
student,28,jan,122,3,-1,0,no
technician,29,dec,109,1,246,1,no
retired,26,may,74,1,-1,0,no
management,22,jul,72,1,-1,0,no
management,5,feb,383,2,-1,0,no
retired,12,may,113,3,-1,0,no
technician,4,jul,400,1,-1,0,no
management,19,aug,387,8,-1,0,no
blue-collar,18,may,59,2,-1,0,no
student,13,may,528,1,358,2,no
management,26,aug,1223,6,-1,0,yes
admin.,30,jul,38,2,-1,0,no
admin.,4,dec,1139,2,114,1,no
blue-collar,19,nov,286,2,-1,0,no
blue-collar,3,feb,369,2,-1,0,no
management,13,aug,333,5,-1,0,no
technician,8,may,198,1,-1,0,no
management,26,aug,106,8,-1,0,no
self-employed,22,jul,423,1,-1,0,no
retired,12,aug,116,4,-1,0,no
admin.,19,may,30,1,357,1,yes
services,13,apr,1101,2,-1,0,yes
management,16,jun,102,1,85,1,no
management,6,aug,384,6,-1,0,no
student,4,sep,156,2,127,8,no
admin.,17,nov,99,3,-1,0,no
services,18,jun,280,6,92,5,yes
technician,29,aug,20,2,-1,0,no
management,2,jun,258,1,-1,0,no
technician,29,aug,85,6,-1,0,no
blue-collar,4,jul,355,1,-1,0,no
blue-collar,5,jun,66,3,-1,0,no
technician,18,jul,467,1,-1,0,no
services,7,may,582,2,283,4,no
services,15,may,744,1,-1,0,yes
management,30,jul,185,4,-1,0,no
technician,12,may,13,5,-1,0,no
admin.,4,feb,98,1,266,3,no
blue-collar,9,may,127,1,-1,0,no
blue-collar,3,jun,45,2,-1,0,no
blue-collar,29,jan,244,3,-1,0,no
entrepreneur,16,jun,2769,4,-1,0,yes
management,12,may,561,4,369,3,no
management,22,aug,182,1,-1,0,no
services,22,aug,618,1,-1,0,no
entrepreneur,6,may,198,3,-1,0,no
management,19,aug,126,6,-1,0,no
services,16,jul,715,1,-1,0,no
unemployed,21,nov,63,1,-1,0,no
blue-collar,21,may,412,1,-1,0,yes
management,13,may,66,1,363,22,no
blue-collar,17,nov,96,1,-1,0,no
admin.,30,apr,633,1,85,2,yes
management,5,may,364,1,-1,0,no
admin.,30,may,298,3,-1,0,no
blue-collar,17,apr,341,1,-1,0,no
unemployed,26,may,364,1,-1,0,no
technician,12,jun,234,7,330,1,no
housemaid,23,feb,639,1,189,1,yes
management,8,aug,310,4,-1,0,no
blue-collar,2,jun,123,4,-1,0,no
self-employed,2,jun,253,1,-1,0,no
management,11,jul,96,2,-1,0,no
management,30,apr,297,1,86,3,yes
services,26,may,501,2,-1,0,no
admin.,15,may,67,1,368,2,no
blue-collar,21,may,281,1,-1,0,no
blue-collar,5,may,475,2,-1,0,no
retired,6,oct,205,1,-1,0,no
management,8,oct,272,1,102,8,no
blue-collar,15,apr,349,1,-1,0,no
blue-collar,3,feb,216,4,271,5,no
blue-collar,9,jul,183,1,-1,0,no
management,8,may,130,1,172,2,no
admin.,4,jun,61,6,-1,0,no
technician,6,jun,92,2,-1,0,no
management,5,aug,37,2,-1,0,no
entrepreneur,19,nov,354,2,-1,0,no
self-employed,4,may,203,1,78,8,no
blue-collar,13,may,152,1,-1,0,no
blue-collar,2,jun,41,5,-1,0,no
blue-collar,4,may,20,5,-1,0,no
management,11,may,277,1,271,2,no
admin.,17,jun,83,2,-1,0,no
retired,6,may,531,1,-1,0,no
management,28,aug,91,5,-1,0,no
services,5,may,315,1,-1,0,no
management,28,aug,70,9,-1,0,no
management,9,jul,384,1,-1,0,no
admin.,4,jul,105,3,-1,0,no
self-employed,27,may,305,2,-1,0,no
services,25,may,158,2,-1,0,yes
housemaid,13,may,199,1,173,2,no
unemployed,27,may,25,1,-1,0,no
technician,27,may,147,1,-1,0,no
technician,29,jul,538,8,-1,0,no
technician,22,aug,77,9,-1,0,no
entrepreneur,20,aug,94,2,-1,0,no
technician,13,may,1721,2,-1,0,yes
retired,19,nov,143,1,154,3,no
blue-collar,20,nov,104,1,-1,0,no
technician,7,aug,587,2,-1,0,yes
services,22,jul,1608,13,-1,0,yes
unemployed,9,feb,48,4,-1,0,no
technician,9,jul,74,1,-1,0,no
retired,12,nov,427,1,-1,0,no
blue-collar,14,may,73,1,-1,0,no
management,3,jun,14,21,-1,0,no
blue-collar,12,may,725,1,-1,0,yes
housemaid,14,jul,333,2,-1,0,no
self-employed,13,aug,244,6,-1,0,no
admin.,21,oct,519,1,166,1,yes
admin.,22,jul,242,7,-1,0,no
services,18,may,222,1,-1,0,no
management,19,nov,130,2,160,1,no
blue-collar,7,may,490,1,-1,0,no
management,20,nov,258,2,-1,0,no
management,29,jan,337,2,-1,0,no
retired,8,jul,220,7,450,2,no
technician,24,aug,79,2,94,2,no
services,9,jul,250,1,-1,0,no
blue-collar,2,jun,130,1,-1,0,no
management,18,aug,882,8,-1,0,yes
blue-collar,17,apr,515,1,150,1,no
services,5,may,238,3,340,2,no
technician,28,may,32,2,-1,0,no
blue-collar,13,may,907,2,-1,0,no
services,27,jun,162,1,-1,0,no
management,7,may,70,2,-1,0,no
admin.,4,jun,99,6,-1,0,no
technician,13,may,325,1,-1,0,no
blue-collar,18,jul,305,12,-1,0,no
unemployed,19,nov,631,1,-1,0,no
technician,10,feb,169,1,183,1,yes
technician,28,may,61,2,-1,0,no
housemaid,22,aug,256,2,-1,0,no
management,11,jun,58,3,-1,0,no
housemaid,20,may,142,3,-1,0,no
management,4,may,36,6,90,2,no
management,10,mar,106,1,-1,0,yes
management,21,aug,71,4,-1,0,no
technician,25,aug,132,6,-1,0,no
blue-collar,20,may,120,1,-1,0,no
management,14,oct,181,2,500,1,no
blue-collar,5,jun,152,2,-1,0,no
blue-collar,28,may,302,1,-1,0,no
management,23,apr,93,3,-1,0,yes
blue-collar,17,jun,235,2,-1,0,no
management,15,jun,129,1,-1,0,yes
management,11,jul,94,2,-1,0,no
blue-collar,7,apr,310,1,-1,0,no
retired,15,jul,195,7,-1,0,no
technician,21,may,196,1,-1,0,no
blue-collar,15,may,93,1,-1,0,no
retired,17,apr,394,2,-1,0,yes
blue-collar,3,feb,288,3,-1,0,no
self-employed,31,jul,208,2,-1,0,no
management,27,oct,508,1,-1,0,yes
blue-collar,30,jul,86,2,-1,0,no
services,21,nov,189,1,-1,0,no
technician,29,may,249,2,-1,0,no
housemaid,21,nov,450,1,-1,0,no
unemployed,22,may,680,1,95,1,no
services,20,may,175,2,-1,0,no
retired,9,feb,479,1,-1,0,yes
technician,5,apr,270,3,241,4,no
management,24,jul,164,1,-1,0,no
blue-collar,20,apr,158,1,182,1,no
technician,8,aug,50,4,-1,0,no
technician,6,aug,80,2,-1,0,no
admin.,6,feb,45,1,-1,0,no
student,29,jan,220,2,-1,0,no
admin.,18,jun,161,2,-1,0,no
entrepreneur,20,may,98,1,-1,0,no
retired,9,jun,79,1,-1,0,no
admin.,6,may,157,2,-1,0,no
technician,21,jul,339,1,-1,0,no
blue-collar,13,may,274,2,-1,0,no
blue-collar,14,may,977,1,-1,0,no
management,12,may,127,2,-1,0,no
blue-collar,4,jun,329,4,-1,0,no
self-employed,21,nov,1441,3,-1,0,no
admin.,6,may,231,1,-1,0,no
management,13,may,96,2,349,5,no
admin.,18,may,213,1,178,1,no
admin.,30,apr,335,1,-1,0,yes
services,14,may,959,3,174,7,yes
technician,7,aug,429,3,-1,0,yes
management,28,jul,383,6,-1,0,no
blue-collar,2,jun,40,1,-1,0,no
blue-collar,7,may,110,2,-1,0,no
admin.,7,may,326,1,-1,0,no
technician,28,may,179,3,-1,0,no
technician,25,aug,132,8,-1,0,no
admin.,16,oct,95,1,-1,0,no
management,14,aug,248,2,-1,0,no
blue-collar,3,feb,100,3,201,2,no
admin.,28,may,226,10,-1,0,no
technician,20,jun,174,3,-1,0,no
management,20,apr,29,3,152,1,no
technician,28,may,176,2,-1,0,no
admin.,11,jul,106,2,-1,0,no
self-employed,19,nov,136,1,120,1,no
housemaid,5,feb,110,2,64,2,yes
technician,11,aug,230,3,-1,0,no
blue-collar,12,may,140,7,-1,0,no
blue-collar,26,may,118,2,-1,0,no
technician,18,aug,151,10,-1,0,no
blue-collar,9,jul,693,2,-1,0,no
technician,13,aug,31,1,-1,0,no
management,26,aug,125,2,-1,0,no
unknown,20,apr,670,4,340,2,yes
admin.,12,may,454,2,364,3,yes
blue-collar,23,may,159,3,-1,0,no
admin.,5,aug,504,2,-1,0,no
unemployed,27,aug,29,28,-1,0,no
management,1,jun,190,1,84,1,no
blue-collar,14,may,332,2,-1,0,no
blue-collar,3,feb,143,4,272,1,no
admin.,30,jan,77,1,2,2,no
admin.,31,jul,517,4,-1,0,no
technician,10,jul,2029,1,-1,0,yes
technician,25,may,269,1,-1,0,no
technician,14,aug,457,2,-1,0,no
housemaid,7,aug,184,1,-1,0,no
entrepreneur,18,may,47,4,-1,0,no
admin.,28,may,158,2,-1,0,no
blue-collar,21,nov,168,3,-1,0,no
services,11,may,50,1,-1,0,no
services,14,aug,757,4,-1,0,no
retired,25,aug,93,4,-1,0,no
technician,11,aug,285,2,-1,0,no
technician,20,apr,390,1,-1,0,no
services,18,may,146,2,-1,0,no
blue-collar,28,may,386,1,-1,0,no
management,19,aug,145,7,-1,0,no
admin.,7,jul,230,1,-1,0,no
management,16,jul,237,2,91,1,no
blue-collar,8,jul,474,2,-1,0,no
unemployed,20,may,350,4,-1,0,no
services,28,jul,487,7,-1,0,no
management,5,jun,1009,2,-1,0,no
student,5,mar,87,1,91,2,yes
housemaid,23,jul,82,3,-1,0,no
blue-collar,18,may,183,1,-1,0,no
unknown,2,mar,139,5,-1,0,no
blue-collar,3,jun,115,3,-1,0,no
admin.,8,apr,124,2,-1,0,no
management,3,jun,633,28,-1,0,no
technician,20,oct,718,1,-1,0,yes
management,2,feb,63,1,-1,0,no
admin.,14,aug,180,1,106,2,no
self-employed,25,aug,47,1,120,1,no
entrepreneur,9,jul,391,1,-1,0,no
management,4,jul,85,3,-1,0,no
management,15,may,373,1,-1,0,no
technician,20,aug,289,2,-1,0,no
management,10,dec,805,1,190,1,yes
services,7,may,623,1,293,1,yes
self-employed,17,jun,483,1,-1,0,no
admin.,9,may,26,2,-1,0,no
blue-collar,7,may,112,3,-1,0,no
management,17,nov,213,2,-1,0,no
technician,20,nov,129,1,-1,0,no
blue-collar,15,apr,330,1,311,4,yes
management,9,jun,104,1,-1,0,no
blue-collar,29,may,184,1,-1,0,no
management,21,jul,120,3,-1,0,no
admin.,3,jun,159,4,-1,0,no
admin.,15,may,391,3,-1,0,no
blue-collar,12,aug,112,2,-1,0,no
blue-collar,9,may,76,1,-1,0,no
admin.,21,may,189,2,-1,0,no
blue-collar,28,may,94,1,-1,0,no
blue-collar,29,may,184,3,-1,0,no
management,7,aug,100,2,-1,0,no
technician,28,jan,57,1,-1,0,no
management,17,nov,525,3,-1,0,yes
admin.,21,nov,60,1,-1,0,no
management,26,may,251,11,-1,0,no
management,30,may,251,3,-1,0,no
management,26,aug,219,6,-1,0,no
technician,27,aug,976,12,-1,0,yes
management,8,jul,46,1,-1,0,no
entrepreneur,18,nov,185,3,-1,0,no
technician,12,aug,587,2,-1,0,yes
technician,29,jul,65,2,-1,0,no
housemaid,17,jun,491,1,-1,0,no
technician,11,may,432,2,-1,0,no
entrepreneur,21,nov,102,1,-1,0,no
blue-collar,17,apr,264,1,317,1,no
retired,4,feb,75,1,190,6,no
services,20,apr,106,2,-1,0,no
technician,17,nov,81,1,-1,0,no
retired,27,aug,89,23,-1,0,no
management,6,jun,95,2,-1,0,no
blue-collar,15,may,322,1,-1,0,no
housemaid,14,apr,94,5,145,3,no
retired,12,aug,417,1,365,9,yes
admin.,18,oct,567,1,95,3,yes
management,18,may,600,4,332,4,yes
services,15,oct,5,1,-1,0,no
management,14,aug,464,5,-1,0,no
management,1,sep,222,1,-1,0,no
management,13,may,469,1,-1,0,yes
housemaid,15,apr,99,1,-1,0,no
services,14,may,297,2,-1,0,no
blue-collar,20,apr,41,3,-1,0,no
student,9,dec,390,1,-1,0,no
blue-collar,29,may,535,2,-1,0,no
management,11,nov,269,2,-1,0,yes
services,20,apr,1010,3,326,1,no
management,8,aug,73,6,-1,0,no
entrepreneur,7,may,650,1,-1,0,no
admin.,4,jul,53,2,-1,0,no
blue-collar,4,jul,270,1,-1,0,no
management,18,aug,119,6,-1,0,no
housemaid,26,aug,634,2,-1,0,no
blue-collar,14,may,72,2,-1,0,no
technician,17,nov,270,1,123,2,no
blue-collar,12,may,165,2,363,1,no
management,19,aug,164,2,-1,0,no
services,18,may,196,1,-1,0,no
services,14,jul,78,4,-1,0,no
self-employed,12,may,897,4,-1,0,yes
entrepreneur,31,jul,22,8,-1,0,no
management,21,nov,161,3,-1,0,no
retired,20,jun,23,4,-1,0,no
technician,11,may,490,2,-1,0,no
admin.,30,apr,359,1,-1,0,yes
blue-collar,29,jul,213,2,-1,0,no
unknown,4,aug,122,1,-1,0,no
management,29,may,587,4,-1,0,no
retired,11,jun,199,6,-1,0,no
technician,20,aug,261,2,-1,0,no
technician,31,jul,5,3,-1,0,no
management,17,nov,1531,1,-1,0,no
self-employed,13,may,92,1,-1,0,no
management,6,may,179,2,-1,0,no
blue-collar,15,may,41,1,-1,0,no
self-employed,29,jan,197,2,244,3,no
technician,9,jul,144,5,-1,0,no
retired,12,may,255,1,-1,0,no
services,8,may,56,2,-1,0,no
management,15,may,20,6,291,2,no
admin.,11,aug,331,7,-1,0,no
retired,28,jan,216,1,91,4,yes
management,8,may,64,1,-1,0,no
blue-collar,3,jun,34,1,-1,0,no
blue-collar,12,may,68,1,363,1,no
management,7,may,764,3,-1,0,no
technician,17,nov,64,1,-1,0,no
services,8,may,257,2,-1,0,no
blue-collar,12,may,58,3,347,5,no
unknown,27,feb,30,3,-1,0,no
services,8,jul,529,5,-1,0,no
admin.,15,may,8,7,-1,0,no
blue-collar,19,may,147,1,-1,0,no
unknown,28,aug,173,2,-1,0,no
admin.,21,may,132,1,-1,0,no
admin.,16,jun,286,1,-1,0,no
management,18,jun,476,1,-1,0,no
entrepreneur,19,nov,221,5,-1,0,no
blue-collar,21,apr,146,4,-1,0,yes
management,27,may,532,2,-1,0,no
technician,25,aug,69,6,-1,0,no
management,17,nov,157,2,172,1,no
services,25,may,485,1,-1,0,no
admin.,7,may,56,1,359,1,no
technician,31,aug,69,1,-1,0,no
technician,5,aug,131,2,-1,0,no
student,4,jun,95,2,-1,0,no
technician,19,aug,294,3,-1,0,no
blue-collar,6,may,146,1,272,2,no
blue-collar,30,may,58,2,-1,0,no
entrepreneur,28,may,249,2,-1,0,no
entrepreneur,20,jun,10,8,-1,0,no
housemaid,27,oct,255,3,148,1,yes
blue-collar,3,feb,337,4,-1,0,no
technician,2,jun,142,1,-1,0,no
admin.,24,jul,209,2,-1,0,no
technician,30,may,825,2,-1,0,no
admin.,5,jun,87,1,-1,0,no
technician,23,may,219,4,-1,0,no
management,21,may,143,1,-1,0,no
self-employed,9,jul,70,1,-1,0,no
technician,27,may,371,2,-1,0,no
technician,4,feb,539,8,204,5,no
management,5,feb,176,1,-1,0,no
blue-collar,5,may,725,3,-1,0,yes
admin.,16,jul,101,7,-1,0,no
unemployed,5,feb,169,2,-1,0,no
blue-collar,4,jun,15,1,-1,0,no
blue-collar,20,apr,234,5,-1,0,no
self-employed,22,aug,171,15,-1,0,no
technician,28,aug,14,3,-1,0,no
admin.,24,feb,242,2,-1,0,yes
self-employed,27,aug,155,15,-1,0,no
blue-collar,11,may,580,1,173,1,no
services,7,may,223,2,-1,0,no
retired,18,nov,297,1,-1,0,no
management,8,aug,124,2,-1,0,no
technician,2,feb,465,2,-1,0,no
technician,10,jul,330,1,-1,0,no
technician,20,nov,153,2,183,2,no
management,19,may,131,2,-1,0,no
unknown,27,jan,208,1,93,2,no
blue-collar,5,aug,98,1,-1,0,no
entrepreneur,10,sep,230,3,-1,0,yes
blue-collar,22,jul,400,2,-1,0,no
technician,30,apr,284,1,339,1,no
services,17,jul,243,1,-1,0,no
blue-collar,15,may,16,9,309,1,no
technician,7,aug,274,2,-1,0,no
self-employed,30,jul,122,3,-1,0,no
retired,15,jul,219,2,-1,0,no
admin.,16,apr,301,3,-1,0,no
services,21,nov,7,8,185,1,no
technician,19,jun,374,3,-1,0,no
retired,12,aug,26,1,-1,0,no
unemployed,28,jan,172,1,-1,0,no
admin.,15,may,332,1,297,2,no
technician,22,may,253,1,107,5,no
management,16,aug,200,2,159,3,no
services,19,nov,405,2,-1,0,no
blue-collar,27,may,132,2,-1,0,no
admin.,20,jun,89,1,-1,0,no
technician,5,aug,86,1,-1,0,no
admin.,7,jul,147,4,-1,0,no
blue-collar,6,jun,369,2,-1,0,yes
management,27,may,64,3,-1,0,no
technician,26,aug,98,14,-1,0,no
technician,29,aug,66,2,-1,0,no
retired,27,apr,149,2,182,1,no
services,26,aug,240,3,107,4,no
technician,26,aug,87,6,-1,0,no
blue-collar,21,nov,816,1,-1,0,no
services,3,jul,155,2,-1,0,no
services,20,nov,106,2,183,2,no
admin.,30,jan,73,3,256,3,no
blue-collar,23,may,574,5,-1,0,no
management,1,jun,8,1,687,2,no
management,20,jun,14,3,-1,0,no
technician,16,may,731,4,-1,0,no
blue-collar,7,apr,208,1,140,1,no
blue-collar,29,jan,821,1,-1,0,no
management,21,aug,137,4,-1,0,no
entrepreneur,9,may,101,3,-1,0,no
blue-collar,14,may,173,6,353,23,no
management,6,jun,582,11,-1,0,no
blue-collar,21,jul,676,1,-1,0,no
management,16,mar,384,1,182,5,no
unemployed,27,may,62,2,-1,0,no
management,21,jul,295,3,-1,0,no
management,23,may,241,2,-1,0,no
admin.,8,jul,132,7,-1,0,no
blue-collar,31,jul,175,2,-1,0,no
blue-collar,16,apr,648,1,272,1,yes
management,29,oct,251,2,-1,0,yes
technician,14,aug,184,2,-1,0,no
technician,14,oct,119,3,-1,0,no
retired,29,jul,417,1,184,4,yes
technician,15,jun,95,1,-1,0,no
technician,14,jul,125,2,-1,0,no
entrepreneur,6,may,207,1,363,2,no
technician,21,nov,162,5,-1,0,no
technician,18,may,176,1,-1,0,no
management,22,aug,107,6,-1,0,no
management,17,apr,28,1,345,1,no
blue-collar,15,may,1231,2,-1,0,no
management,20,aug,200,4,-1,0,no
management,26,may,103,2,-1,0,no
services,11,jun,150,2,-1,0,no
entrepreneur,21,nov,108,7,-1,0,no
technician,4,feb,124,1,273,1,no
blue-collar,29,jan,309,2,224,1,no
retired,18,may,353,3,-1,0,yes
blue-collar,21,jul,742,4,-1,0,no
management,4,aug,200,1,-1,0,no
services,30,may,177,1,-1,0,no
admin.,4,feb,151,2,-1,0,no
self-employed,19,jun,147,1,-1,0,no
blue-collar,29,may,193,6,-1,0,no
technician,22,aug,112,2,-1,0,no
retired,19,jun,108,1,-1,0,no
student,22,apr,107,2,-1,0,yes
self-employed,6,jun,106,2,-1,0,no
retired,12,may,463,3,-1,0,no
self-employed,20,nov,131,3,-1,0,no
management,30,apr,140,2,-1,0,no
technician,19,aug,163,4,-1,0,no
blue-collar,3,jun,2456,2,-1,0,yes
self-employed,20,apr,76,1,-1,0,yes
technician,16,jul,435,1,-1,0,yes
services,7,may,302,1,356,3,no
technician,9,jun,306,1,-1,0,no
admin.,15,may,259,3,-1,0,no
technician,8,aug,502,2,-1,0,no
management,11,may,72,2,361,1,no
management,4,feb,265,1,-1,0,no
technician,31,jul,413,2,-1,0,no
management,12,may,756,3,-1,0,no
blue-collar,14,may,241,2,-1,0,no
unemployed,3,feb,258,2,-1,0,no
management,25,jul,137,16,-1,0,no
unknown,5,jun,48,2,-1,0,no
housemaid,12,jun,283,1,-1,0,no
blue-collar,30,may,247,2,-1,0,no
self-employed,18,may,193,4,-1,0,no
management,11,mar,129,4,107,2,no
technician,8,aug,209,2,-1,0,no
self-employed,17,jun,31,1,-1,0,no
blue-collar,21,jul,88,5,-1,0,no
blue-collar,12,may,22,5,-1,0,no
technician,20,may,234,5,-1,0,no
services,3,jun,23,1,-1,0,no
entrepreneur,7,aug,353,2,-1,0,yes
management,6,may,221,2,-1,0,no
technician,25,feb,196,1,87,4,no
services,20,nov,395,1,-1,0,no
student,14,aug,126,3,127,7,no
technician,3,feb,13,5,-1,0,no
self-employed,9,jul,170,1,-1,0,no
unknown,5,jun,20,1,-1,0,no
entrepreneur,14,jul,358,6,-1,0,no
retired,28,aug,159,1,-1,0,no
blue-collar,12,may,225,3,-1,0,no
unemployed,10,aug,493,1,181,14,yes
retired,11,jan,585,1,192,2,yes
self-employed,20,jun,13,11,-1,0,no
technician,20,nov,26,1,-1,0,no
services,1,jul,161,1,-1,0,no
blue-collar,12,jun,122,1,-1,0,no
management,19,nov,456,2,-1,0,no
technician,3,jun,26,7,-1,0,no
blue-collar,12,may,51,9,-1,0,no
admin.,28,jul,37,12,-1,0,no
services,14,may,150,1,360,1,no
self-employed,13,aug,104,10,-1,0,no
blue-collar,13,may,721,1,-1,0,no
services,20,jun,9,13,-1,0,no
admin.,26,may,68,1,-1,0,no
management,4,may,74,3,-1,0,no
student,11,sep,146,3,224,1,no
blue-collar,2,jun,777,4,-1,0,yes
management,8,may,339,2,-1,0,no
blue-collar,13,may,78,2,-1,0,no
blue-collar,26,may,248,2,-1,0,no
services,20,may,201,1,-1,0,no
technician,20,jun,18,9,-1,0,no
blue-collar,26,aug,83,4,-1,0,no
technician,8,aug,233,2,-1,0,no
management,17,apr,174,2,-1,0,no
management,18,nov,89,1,-1,0,no
technician,9,aug,145,3,94,4,no
services,19,jun,1017,1,-1,0,no
blue-collar,7,may,548,2,-1,0,no
technician,11,aug,213,4,-1,0,no
blue-collar,5,feb,210,1,-1,0,no
management,17,apr,224,3,74,4,no
management,16,jun,541,19,-1,0,no
services,9,apr,104,1,-1,0,no
services,15,apr,171,1,-1,0,yes
housemaid,7,aug,387,2,-1,0,no
blue-collar,15,may,830,1,352,2,yes
blue-collar,5,may,57,1,-1,0,no
management,20,apr,97,1,-1,0,yes
blue-collar,17,apr,474,2,-1,0,no
management,31,jul,115,6,-1,0,no
unemployed,20,nov,153,1,183,1,no
blue-collar,20,nov,106,2,167,1,no
management,29,may,645,2,-1,0,no
blue-collar,9,jun,210,2,-1,0,no
services,13,may,97,1,-1,0,no
student,19,nov,52,1,152,6,no
technician,2,feb,223,1,76,4,no
technician,11,may,126,2,-1,0,no
services,16,jul,1473,6,-1,0,no
blue-collar,27,may,723,2,-1,0,no
blue-collar,22,apr,279,2,-1,0,yes
blue-collar,17,jul,293,20,-1,0,no
technician,5,may,670,2,286,6,yes
student,18,jun,359,2,-1,0,no
unemployed,9,sep,404,1,182,1,yes
admin.,14,oct,317,6,192,1,no
unemployed,30,apr,830,1,-1,0,yes
management,19,nov,37,1,-1,0,no
housemaid,11,jul,191,1,-1,0,no
blue-collar,16,may,767,2,-1,0,yes
technician,6,may,168,1,-1,0,no
management,18,jun,89,4,-1,0,no
blue-collar,2,jun,746,2,-1,0,no
retired,9,mar,225,1,90,1,yes
unknown,6,aug,256,1,-1,0,yes
blue-collar,6,may,219,2,-1,0,no
blue-collar,21,jul,211,2,-1,0,no
blue-collar,8,may,177,2,-1,0,no
self-employed,13,oct,216,1,183,4,yes
management,25,jul,106,2,-1,0,no
services,9,jul,869,1,-1,0,yes
technician,18,may,1173,3,278,6,yes
management,15,jul,58,2,-1,0,no
blue-collar,31,jul,124,10,-1,0,no
management,8,aug,201,2,-1,0,no
blue-collar,16,may,688,1,-1,0,yes
technician,9,feb,501,2,-1,0,yes
technician,30,apr,260,1,-1,0,yes
technician,4,aug,139,1,-1,0,no
admin.,3,jun,214,2,-1,0,no
technician,21,apr,142,1,-1,0,no
blue-collar,18,jul,154,2,-1,0,no
management,21,nov,81,1,-1,0,no
admin.,30,jul,69,6,-1,0,no
management,27,aug,136,8,-1,0,no
services,31,jul,99,13,-1,0,no
management,21,nov,9,6,-1,0,no
blue-collar,12,jun,278,1,-1,0,no
admin.,2,feb,82,2,-1,0,no
management,11,sep,100,2,-1,0,yes
management,19,nov,171,1,183,1,no
entrepreneur,19,jun,84,1,-1,0,no
management,8,aug,433,2,-1,0,no
technician,15,jul,624,6,-1,0,no
management,23,jul,698,2,-1,0,no
housemaid,14,aug,518,2,-1,0,yes
services,25,jul,123,2,-1,0,no
management,28,may,317,1,-1,0,no
services,20,apr,8,3,-1,0,no
housemaid,28,jul,118,8,-1,0,no
retired,28,may,294,2,309,2,no
technician,30,apr,815,1,87,1,yes
student,21,jul,857,4,-1,0,yes
services,5,may,174,1,-1,0,no
blue-collar,5,may,1130,4,-1,0,no
services,7,may,13,5,-1,0,no
services,7,may,198,2,-1,0,no
services,8,may,503,1,-1,0,no
blue-collar,29,jan,249,3,-1,0,no
management,14,aug,343,2,-1,0,no
blue-collar,6,feb,479,2,-1,0,no
technician,3,feb,116,2,253,1,no
management,9,feb,15,5,-1,0,no
blue-collar,16,may,427,3,-1,0,no
management,20,aug,921,2,-1,0,yes
admin.,29,jan,41,1,184,7,no
technician,13,aug,73,2,-1,0,no
admin.,25,may,65,2,-1,0,no
housemaid,7,jul,94,2,-1,0,no
technician,15,may,192,3,-1,0,no
management,21,oct,411,1,182,1,yes
admin.,18,jul,641,1,-1,0,yes
services,29,jan,305,2,-1,0,no
self-employed,17,apr,472,1,148,2,no
admin.,21,jul,115,1,-1,0,no
admin.,23,apr,141,1,-1,0,no
technician,31,jul,24,14,-1,0,no
technician,28,jul,264,5,-1,0,no
admin.,29,may,66,2,-1,0,no
services,3,jul,318,4,317,3,no
services,4,jun,622,1,-1,0,no
management,11,aug,104,4,-1,0,no
blue-collar,2,mar,76,2,-1,0,no
services,7,may,149,1,-1,0,no
self-employed,16,may,601,1,-1,0,no
admin.,5,feb,509,2,-1,0,no
blue-collar,27,may,174,1,-1,0,no
admin.,7,sep,57,2,-1,0,no
services,31,jul,187,2,-1,0,no
retired,5,jun,493,2,-1,0,yes
blue-collar,31,jul,18,44,-1,0,no
blue-collar,20,apr,257,1,-1,0,no
technician,11,jul,196,2,-1,0,no
entrepreneur,8,may,144,3,-1,0,no
services,18,aug,285,7,-1,0,no
technician,16,may,627,1,-1,0,no
admin.,27,may,136,2,-1,0,no
technician,20,jun,27,3,-1,0,no
services,12,may,88,2,173,1,no
management,8,may,362,1,-1,0,no
admin.,5,jun,214,5,-1,0,no
services,20,apr,404,6,340,1,no
admin.,24,jun,103,6,-1,0,no
technician,7,may,356,2,286,3,no
admin.,21,apr,219,1,-1,0,no
blue-collar,7,may,984,1,-1,0,no
services,22,jul,60,2,-1,0,no
blue-collar,12,may,145,1,-1,0,no
retired,5,mar,252,3,183,1,no
